Fri Dec 14 17:30:03 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 410.79       Driver Version: 410.79       CUDA Version: 10.0     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           Off  | 00000000:04:00.0 Off |                    0 |
| N/A   33C    P0    65W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           Off  | 00000000:05:00.0 Off |                    0 |
| N/A   43C    P0    75W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           Off  | 00000000:84:00.0 Off |                    0 |
| N/A   34C    P0    66W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           Off  | 00000000:85:00.0 Off |                    0 |
| N/A   43C    P0    76W / 149W |      0MiB / 11441MiB |     99%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
500
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
1
0
0
Loading alpha-stable model
0
Nbr training obs 500000, nbr parameters 22214, obs/parameters 22.51
Starting training
Epoch 1, current loss (training) 0.5433, current loss (val) 0.5525, best loss (val) 0.5525 
Epoch 2, current loss (training) 0.3988, current loss (val) 0.4854, best loss (val) 0.4854 
Epoch 3, current loss (training) 1.5533, current loss (val) 0.6088, best loss (val) 0.4854 
Epoch 4, current loss (training) 0.3887, current loss (val) 0.4379, best loss (val) 0.4379 
Epoch 5, current loss (training) 0.3416, current loss (val) 0.3640, best loss (val) 0.3640 
Epoch 6, current loss (training) 0.2774, current loss (val) 0.3634, best loss (val) 0.3634 
Epoch 7, current loss (training) 0.2833, current loss (val) 0.3542, best loss (val) 0.3542 
Epoch 8, current loss (training) 0.5465, current loss (val) 0.6579, best loss (val) 0.3542 
Epoch 9, current loss (training) 0.9581, current loss (val) 0.3666, best loss (val) 0.3542 
Epoch 10, current loss (training) 0.1897, current loss (val) 0.3628, best loss (val) 0.3542 
Epoch 11, current loss (training) 0.2877, current loss (val) 0.4358, best loss (val) 0.3542 
Epoch 12, current loss (training) 0.1828, current loss (val) 0.3030, best loss (val) 0.3030 
Epoch 13, current loss (training) 0.2136, current loss (val) 0.3311, best loss (val) 0.3030 
Epoch 14, current loss (training) 0.5434, current loss (val) 0.3442, best loss (val) 0.3030 
Epoch 15, current loss (training) 0.2098, current loss (val) 0.3053, best loss (val) 0.3030 
Epoch 16, current loss (training) 0.1618, current loss (val) 0.2928, best loss (val) 0.2928 
Epoch 17, current loss (training) 0.5037, current loss (val) 0.3405, best loss (val) 0.2928 
Epoch 18, current loss (training) 0.3422, current loss (val) 0.3419, best loss (val) 0.2928 
Epoch 19, current loss (training) 0.3010, current loss (val) 0.2879, best loss (val) 0.2879 
Epoch 20, current loss (training) 0.5991, current loss (val) 0.4911, best loss (val) 0.2879 
Epoch 21, current loss (training) 0.2274, current loss (val) 0.2943, best loss (val) 0.2879 
Epoch 22, current loss (training) 0.5878, current loss (val) 0.3595, best loss (val) 0.2879 
Epoch 23, current loss (training) 0.2408, current loss (val) 0.3294, best loss (val) 0.2879 
Epoch 24, current loss (training) 0.1765, current loss (val) 0.2764, best loss (val) 0.2764 
Epoch 25, current loss (training) 0.6124, current loss (val) 0.2864, best loss (val) 0.2764 
Epoch 26, current loss (training) 0.3903, current loss (val) 0.3110, best loss (val) 0.2764 
Epoch 27, current loss (training) 0.3875, current loss (val) 0.3541, best loss (val) 0.2764 
Epoch 28, current loss (training) 0.4100, current loss (val) 0.3354, best loss (val) 0.2764 
Epoch 29, current loss (training) 0.4158, current loss (val) 0.3809, best loss (val) 0.2764 
Epoch 30, current loss (training) 0.7058, current loss (val) 0.2632, best loss (val) 0.2632 
Epoch 31, current loss (training) 0.2699, current loss (val) 0.3361, best loss (val) 0.2632 
Epoch 32, current loss (training) 0.3683, current loss (val) 0.2968, best loss (val) 0.2632 
Epoch 33, current loss (training) 0.2601, current loss (val) 0.3302, best loss (val) 0.2632 
Epoch 34, current loss (training) 0.2069, current loss (val) 0.2796, best loss (val) 0.2632 
Epoch 35, current loss (training) 0.2185, current loss (val) 0.3092, best loss (val) 0.2632 
