Tue Nov 27 15:25:04 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   25C    P8    27W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   32C    P8    31W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   24C    P8    26W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   30C    P8    30W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
DNN_simple
standard
500
4
1
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
4
-1
0
Loading MA2 model
Nbr training obs 1000, nbr parameters 25352, obs/parameters 0.04
0
Starting training
Epoch 1, current loss (training) 4.0190, current loss (val) 4.2781, best loss (val) 4.2781 
Epoch 2, current loss (training) 2.0621, current loss (val) 2.4803, best loss (val) 2.4803 
Epoch 3, current loss (training) 1.7210, current loss (val) 2.2686, best loss (val) 2.2686 
Epoch 4, current loss (training) 1.2064, current loss (val) 1.7327, best loss (val) 1.7327 
Epoch 5, current loss (training) 1.0255, current loss (val) 1.6197, best loss (val) 1.6197 
Epoch 6, current loss (training) 0.8822, current loss (val) 1.4797, best loss (val) 1.4797 
Epoch 7, current loss (training) 0.7450, current loss (val) 1.3894, best loss (val) 1.3894 
Epoch 8, current loss (training) 0.6632, current loss (val) 1.3398, best loss (val) 1.3398 
Epoch 9, current loss (training) 0.5753, current loss (val) 1.2918, best loss (val) 1.2918 
Epoch 10, current loss (training) 0.5090, current loss (val) 1.2733, best loss (val) 1.2733 
Epoch 11, current loss (training) 0.4519, current loss (val) 1.2410, best loss (val) 1.2410 
Epoch 12, current loss (training) 0.4091, current loss (val) 1.2212, best loss (val) 1.2212 
Epoch 13, current loss (training) 0.3745, current loss (val) 1.2047, best loss (val) 1.2047 
Epoch 14, current loss (training) 0.3329, current loss (val) 1.1932, best loss (val) 1.1932 
Epoch 15, current loss (training) 0.2937, current loss (val) 1.1767, best loss (val) 1.1767 
Epoch 16, current loss (training) 0.2791, current loss (val) 1.1632, best loss (val) 1.1632 
Epoch 17, current loss (training) 0.2563, current loss (val) 1.1529, best loss (val) 1.1529 
Epoch 18, current loss (training) 0.2324, current loss (val) 1.1443, best loss (val) 1.1443 
Epoch 19, current loss (training) 0.2229, current loss (val) 1.1350, best loss (val) 1.1350 
Epoch 20, current loss (training) 0.1943, current loss (val) 1.1251, best loss (val) 1.1251 
Epoch 21, current loss (training) 0.1810, current loss (val) 1.1180, best loss (val) 1.1180 
Epoch 22, current loss (training) 0.1691, current loss (val) 1.1126, best loss (val) 1.1126 
Epoch 23, current loss (training) 0.1603, current loss (val) 1.1059, best loss (val) 1.1059 
Epoch 24, current loss (training) 0.1416, current loss (val) 1.0995, best loss (val) 1.0995 
Epoch 25, current loss (training) 0.1271, current loss (val) 1.0954, best loss (val) 1.0954 
Epoch 26, current loss (training) 0.1227, current loss (val) 1.0912, best loss (val) 1.0912 
Epoch 27, current loss (training) 0.1145, current loss (val) 1.0865, best loss (val) 1.0865 
