Failed to initialize NVML: Driver/library version mismatch
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
mlp
standard
250
1
1
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
1
0
0
Loading AR2 model
Nbr training obs 1000000, nbr parameters 25352, obs/parameters 39.44
0
Starting training
Epoch 1, current loss (training) 0.1172, current loss (val) 0.1171, best loss (val) 0.1171 
Epoch 2, current loss (training) 0.0544, current loss (val) 0.0559, best loss (val) 0.0559 
Epoch 3, current loss (training) 0.0392, current loss (val) 0.0396, best loss (val) 0.0396 
Epoch 4, current loss (training) 0.0352, current loss (val) 0.0349, best loss (val) 0.0349 
Epoch 5, current loss (training) 0.0244, current loss (val) 0.0253, best loss (val) 0.0253 
Epoch 6, current loss (training) 0.0254, current loss (val) 0.0268, best loss (val) 0.0253 
Epoch 7, current loss (training) 0.0233, current loss (val) 0.0240, best loss (val) 0.0240 
Epoch 8, current loss (training) 0.0219, current loss (val) 0.0231, best loss (val) 0.0231 
Epoch 9, current loss (training) 0.0222, current loss (val) 0.0229, best loss (val) 0.0229 
Epoch 10, current loss (training) 0.0212, current loss (val) 0.0222, best loss (val) 0.0222 
Epoch 11, current loss (training) 0.0220, current loss (val) 0.0236, best loss (val) 0.0222 
Epoch 12, current loss (training) 0.0204, current loss (val) 0.0216, best loss (val) 0.0216 
Epoch 13, current loss (training) 0.0212, current loss (val) 0.0210, best loss (val) 0.0210 
Epoch 14, current loss (training) 0.0231, current loss (val) 0.0249, best loss (val) 0.0210 
Epoch 15, current loss (training) 0.0198, current loss (val) 0.0208, best loss (val) 0.0208 
Epoch 16, current loss (training) 0.0198, current loss (val) 0.0202, best loss (val) 0.0202 
Epoch 17, current loss (training) 0.0196, current loss (val) 0.0203, best loss (val) 0.0202 
Epoch 18, current loss (training) 0.0199, current loss (val) 0.0208, best loss (val) 0.0202 
Epoch 19, current loss (training) 0.0197, current loss (val) 0.0205, best loss (val) 0.0202 
Epoch 20, current loss (training) 0.0209, current loss (val) 0.0204, best loss (val) 0.0202 
Epoch 21, current loss (training) 0.0198, current loss (val) 0.0207, best loss (val) 0.0202 
Epoch 22, current loss (training) 0.0187, current loss (val) 0.0198, best loss (val) 0.0198 
Epoch 23, current loss (training) 0.0196, current loss (val) 0.0207, best loss (val) 0.0198 
Epoch 24, current loss (training) 0.0183, current loss (val) 0.0197, best loss (val) 0.0197 
Epoch 25, current loss (training) 0.0191, current loss (val) 0.0195, best loss (val) 0.0195 
Epoch 26, current loss (training) 0.0211, current loss (val) 0.0220, best loss (val) 0.0195 
Epoch 27, current loss (training) 0.0190, current loss (val) 0.0201, best loss (val) 0.0195 
Epoch 28, current loss (training) 0.0205, current loss (val) 0.0217, best loss (val) 0.0195 
Epoch 29, current loss (training) 0.0197, current loss (val) 0.0200, best loss (val) 0.0195 
Epoch 30, current loss (training) 0.0193, current loss (val) 0.0197, best loss (val) 0.0195 
Epoch 31, current loss (training) 0.0186, current loss (val) 0.0195, best loss (val) 0.0195 
Epoch 32, current loss (training) 0.0194, current loss (val) 0.0200, best loss (val) 0.0195 
Epoch 33, current loss (training) 0.0197, current loss (val) 0.0202, best loss (val) 0.0195 
Epoch 34, current loss (training) 0.0184, current loss (val) 0.0192, best loss (val) 0.0192 
Epoch 35, current loss (training) 0.0190, current loss (val) 0.0195, best loss (val) 0.0192 
Epoch 36, current loss (training) 0.0192, current loss (val) 0.0196, best loss (val) 0.0192 
Epoch 37, current loss (training) 0.0185, current loss (val) 0.0198, best loss (val) 0.0192 
Epoch 38, current loss (training) 0.0197, current loss (val) 0.0203, best loss (val) 0.0192 
Epoch 39, current loss (training) 0.0179, current loss (val) 0.0188, best loss (val) 0.0188 
Epoch 40, current loss (training) 0.0183, current loss (val) 0.0194, best loss (val) 0.0188 
Epoch 41, current loss (training) 0.0182, current loss (val) 0.0191, best loss (val) 0.0188 
Epoch 42, current loss (training) 0.0192, current loss (val) 0.0208, best loss (val) 0.0188 
Epoch 43, current loss (training) 0.0191, current loss (val) 0.0201, best loss (val) 0.0188 
Epoch 44, current loss (training) 0.0178, current loss (val) 0.0190, best loss (val) 0.0188 
Epoch 45, current loss (training) 0.0194, current loss (val) 0.0195, best loss (val) 0.0188 
Epoch 46, current loss (training) 0.0193, current loss (val) 0.0193, best loss (val) 0.0188 
Epoch 47, current loss (training) 0.0184, current loss (val) 0.0189, best loss (val) 0.0188 
Epoch 48, current loss (training) 0.0190, current loss (val) 0.0190, best loss (val) 0.0188 
Epoch 49, current loss (training) 0.0185, current loss (val) 0.0196, best loss (val) 0.0188 
Epoch 50, current loss (training) 0.0186, current loss (val) 0.0197, best loss (val) 0.0188 
Epoch 51, current loss (training) 0.0181, current loss (val) 0.0191, best loss (val) 0.0188 
Epoch 52, current loss (training) 0.0181, current loss (val) 0.0199, best loss (val) 0.0188 
Epoch 53, current loss (training) 0.0187, current loss (val) 0.0193, best loss (val) 0.0188 
Epoch 54, current loss (training) 0.0182, current loss (val) 0.0194, best loss (val) 0.0188 
Epoch 55, current loss (training) 0.0189, current loss (val) 0.0194, best loss (val) 0.0188 
Epoch 56, current loss (training) 0.0179, current loss (val) 0.0197, best loss (val) 0.0188 
